schema_version,mode,held_out_domain,config,seed,status,task_scope,best_epoch,selection_metric,best_dev_micro_f1,dev_loss,dev_micro_precision,dev_micro_recall,dev_micro_f1,dev_macro_f1,dev_rare_category_recall,test_loss,test_micro_precision,test_micro_recall,test_micro_f1,test_macro_f1,test_rare_category_recall,train_size,dev_size,test_size,trainable_params,training_time_sec,device,artifact_dir,completed_at
3,crossdomain,laptop,weighted,777,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.250736593989393,2.667325521220064,0.1702,0.4759507829977629,0.250736593989393,0.1250966439322524,0.037037037037037035,0.7602039522160172,0.0,0.0,0.0,0.0,0.0,7532,1860,532,109612970,1045.8265566825867,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\laptop\weighted\seed_777,2026-09-18T17:27:04.238316+00:00
3,crossdomain,phone,standard,13,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.3510145959416162,2.011394015276611,0.35802469135802467,0.3442737430167598,0.3510145959416162,0.08250703291103925,0.0,0.9862583635393344,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1065.5266709327698,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\standard\seed_13,2026-09-18T04:41:07.609434+00:00
3,crossdomain,phone,standard,42,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.3372052094332981,1.9941997546499277,0.33995741660752304,0.3344972067039106,0.3372052094332981,0.08797988421101269,0.0,0.9853178984703914,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1063.744515657425,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\standard\seed_42,2026-09-18T17:45:15.526062+00:00
3,crossdomain,phone,standard,123,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.3424420615703909,1.9851327431263883,0.339273474982865,0.34567039106145253,0.3424420615703909,0.08605629653079722,0.0,0.9948934206123216,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1052.9669499397278,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\standard\seed_123,2026-09-18T18:03:12.344245+00:00
3,crossdomain,phone,standard,2024,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.3400924937744575,1.9817406273984632,0.34662799129804206,0.33379888268156427,0.3400924937744575,0.08507721086416249,0.0,0.9997683709118335,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1046.8222670555115,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\standard\seed_2024,2026-09-18T18:21:04.025823+00:00
3,crossdomain,phone,standard,777,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.3383119138589788,2.007319832095428,0.33655839668279197,0.3400837988826816,0.3383119138589788,0.07348247780197913,0.0,0.9878806888462266,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1043.8764889240265,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\standard\seed_777,2026-09-18T18:38:52.563204+00:00
3,crossdomain,phone,weighted,13,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.27821740941274464,2.8621444311215503,0.19821958456973293,0.4664804469273743,0.27821740941274464,0.105227102569209,0.014925373134328358,1.171053896048627,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1060.3979895114899,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\weighted\seed_13,2026-09-18T04:59:18.218925+00:00
3,crossdomain,phone,weighted,42,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.27075139722624714,2.8693635086520857,0.19240953221535745,0.45670391061452514,0.27075139722624714,0.10025280623307524,0.04477611940298507,1.1370208453236579,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1043.229243516922,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\weighted\seed_42,2026-09-18T18:56:43.068894+00:00
3,crossdomain,phone,weighted,123,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.27508503401360546,2.841599240611431,0.19773838630806845,0.4518156424581006,0.27508503401360546,0.09525157402801743,0.014925373134328358,1.1050045240293773,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1042.9027910232544,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\weighted\seed_123,2026-09-18T19:14:32.302888+00:00
3,crossdomain,phone,weighted,2024,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.2706672261854805,2.8754133836785494,0.1934613077384523,0.4504189944134078,0.2706672261854805,0.09747839491492293,0.029850746268656716,1.127360985256738,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1042.1839702129364,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\weighted\seed_2024,2026-09-18T19:32:19.878015+00:00
3,crossdomain,phone,weighted,777,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.25831622176591373,2.937698059147283,0.18295520651541594,0.43924581005586594,0.25831622176591373,0.10696809820388697,0.04477611940298507,1.109758097847461,0.0,0.0,0.0,0.0,0.0,7520,1879,522,109619891,1047.182463645935,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\phone\weighted\seed_777,2026-09-18T19:50:11.155694+00:00
3,crossdomain,sight,standard,13,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.34111507827519916,2.1542542598930456,0.34177215189873417,0.3404605263157895,0.34111507827519916,0.09052124139793784,0.0,1.3274995228315596,0.0,0.0,0.0,0.0,0.0,7615,1905,524,109680642,1085.0867176055908,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\sight\standard\seed_13,2026-09-18T05:17:53.891125+00:00
3,crossdomain,sight,standard,42,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.32328308207705186,2.1535094041843785,0.3293515358361775,0.31743421052631576,0.32328308207705186,0.08277755180853996,0.0,1.3364427759272475,0.0,0.0,0.0,0.0,0.0,7615,1905,524,109680642,1059.4262146949768,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\sight\standard\seed_42,2026-09-18T20:08:18.103348+00:00
3,crossdomain,sight,standard,123,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.3307626392459297,2.1580287675664622,0.34525939177101966,0.31743421052631576,0.3307626392459297,0.08048066883048145,0.0,1.281413439095986,0.0,0.0,0.0,0.0,0.0,7615,1905,524,109680642,1059.4129946231842,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\sight\standard\seed_123,2026-09-18T20:26:22.907628+00:00
3,crossdomain,sight,standard,2024,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.32902137232845896,2.1364193547080417,0.3377598152424942,0.3207236842105263,0.32902137232845896,0.08406226075240106,0.0,1.313053273699321,0.0,0.0,0.0,0.0,0.0,7615,1905,524,109680642,1059.2570724487305,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\sight\standard\seed_2024,2026-09-18T20:44:26.482865+00:00
3,crossdomain,sight,standard,777,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.33352240499149177,2.1415566304432723,0.345475910693302,0.3223684210526316,0.33352240499149177,0.08541422972130853,0.0,1.2673309961196217,0.0,0.0,0.0,0.0,0.0,7615,1905,524,109680642,1061.3327193260193,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\sight\standard\seed_777,2026-09-18T21:02:32.116116+00:00
3,crossdomain,sight,weighted,13,complete,single-pair-aligned-explicit-aspect,5,dev_complete_triplet_micro_f1,0.2430435466121679,3.6628932780950354,0.17037690103592681,0.4237938596491228,0.2430435466121679,0.09073630572956126,0.03296703296703297,1.0802383500311599,0.0,0.0,0.0,0.0,0.0,7615,1905,524,109680642,1086.8350577354431,cuda,D:\UoA\bertfinetune\artifacts\lodo_runs\sight\weighted\seed_13,2026-09-18T05:36:31.195698+00:00
